Easting,Northing,Elevation
356576.588,8549201.272,96.880
356606.875,8549201.272,97.222
356637.161,8549201.272,97.564
356667.447,8549201.272,97.905
353214.799,8549170.985,58.925
353245.085,8549170.985,59.267
353275.372,8549170.985,59.609
353305.658,8549170.985,59.951
353335.945,8549170.985,60.293
353366.231,8549170.985,60.635
353396.517,8549170.985,60.977
353426.804,8549170.985,61.319
353457.090,8549170.985,61.661
353487.376,8549170.985,62.002
353517.663,8549170.985,62.344
353547.949,8549170.985,62.686
353578.236,8549170.985,63.028
353608.522,8549170.985,63.370
353638.808,8549170.985,63.712
353669.095,8549170.985,64.054
353699.381,8549170.985,64.396
353729.668,8549170.985,64.738
353759.954,8549170.985,65.080
353790.240,8549170.985,65.422
353820.527,8549170.985,65.764
353850.813,8549170.985,66.106
353881.100,8549170.985,66.448
353911.386,8549170.985,66.790
353941.672,8549170.985,67.131
353971.959,8549170.985,67.473
354002.245,8549170.985,67.815
354032.531,8549170.985,68.157
354062.818,8549170.985,68.499
354093.104,8549170.985,68.841
354123.391,8549170.985,69.183
354153.677,8549170.985,69.525
354183.963,8549170.985,69.867
354214.250,8549170.985,70.209
354244.536,8549170.985,70.551
354274.823,8549170.985,70.893
354305.109,8549170.985,71.235
354335.395,8549170.985,71.577
354365.682,8549170.985,71.919
354395.968,8549170.985,72.260
354426.255,8549170.985,72.602
354456.541,8549170.985,72.944
354486.827,8549170.985,73.286
354517.114,8549170.985,73.628
354547.400,8549170.985,73.970
354577.687,8549170.985,74.312
354607.973,8549170.985,74.654
354638.259,8549170.985,74.996
354668.546,8549170.985,75.338
354698.832,8549170.985,75.680
354729.118,8549170.985,76.022
354759.405,8549170.985,76.364
354789.691,8549170.985,76.706
354819.978,8549170.985,77.048
354850.264,8549170.985,77.389
354880.550,8549170.985,77.731
354910.837,8549170.985,78.073
354941.123,8549170.985,78.415
354971.410,8549170.985,78.757
355001.696,8549170.985,79.099
355031.982,8549170.985,79.441
355062.269,8549170.985,79.783
355092.555,8549170.985,80.125
355122.842,8549170.985,80.467
355153.128,8549170.985,80.809
355183.414,8549170.985,81.151
355213.701,8549170.985,81.493
355243.987,8549170.985,81.835
355274.273,8549170.985,82.177
355304.560,8549170.985,82.518
355334.846,8549170.985,82.860
355365.133,8549170.985,83.202
355395.419,8549170.985,83.544
355425.705,8549170.985,83.886
355455.992,8549170.985,84.228
355486.278,8549170.985,84.570
355516.565,8549170.985,84.912
355546.851,8549170.985,85.254
355577.137,8549170.985,85.596
355607.424,8549170.985,85.938
355637.710,8549170.985,86.280
355667.997,8549170.985,86.622
355698.283,8549170.985,86.964
355728.569,8549170.985,87.306
355758.856,8549170.985,87.647
355789.142,8549170.985,87.989
355819.428,8549170.985,88.331
355849.715,8549170.985,88.673
355880.001,8549170.985,89.015
355910.288,8549170.985,89.357
355940.574,8549170.985,89.699
355970.860,8549170.985,90.041
356001.147,8549170.985,90.383
356031.433,8549170.985,90.725
356061.720,8549170.985,91.067
356092.006,8549170.985,91.409
356122.292,8549170.985,91.751
356152.579,8549170.985,92.093
356182.865,8549170.985,92.435
356213.152,8549170.985,92.776
356243.438,8549170.985,93.118
356273.724,8549170.985,93.460
356304.011,8549170.985,93.802
356334.297,8549170.985,94.144
356364.584,8549170.985,94.486
356394.870,8549170.985,94.828
356425.156,8549170.985,95.170
356455.443,8549170.985,95.512
356485.729,8549170.985,95.854
356516.015,8549170.985,96.196
356546.302,8549170.985,96.538
356576.588,8549170.985,96.880
356606.875,8549170.985,97.222
356637.161,8549170.985,97.564
356667.447,8549170.985,97.905
353214.799,8549140.699,58.925
353245.085,8549140.699,59.267
353275.372,8549140.699,59.609
353305.658,8549140.699,59.951
353335.945,8549140.699,60.293
353366.231,8549140.699,60.635
353396.517,8549140.699,60.977
353426.804,8549140.699,61.319
353457.090,8549140.699,61.661
353487.376,8549140.699,62.002
353517.663,8549140.699,62.344
353547.949,8549140.699,62.686
353578.236,8549140.699,63.028
353608.522,8549140.699,63.370
353638.808,8549140.699,63.712
353669.095,8549140.699,64.054
353699.381,8549140.699,64.396
353729.668,8549140.699,64.738
353759.954,8549140.699,65.080
353790.240,8549140.699,65.422
353820.527,8549140.699,65.764
353850.813,8549140.699,66.106
353881.100,8549140.699,66.448
353911.386,8549140.699,66.790
353941.672,8549140.699,67.131
353971.959,8549140.699,67.473
354002.245,8549140.699,67.815
354032.531,8549140.699,68.157
354062.818,8549140.699,68.499
354093.104,8549140.699,68.841
354123.391,8549140.699,69.183
354153.677,8549140.699,69.525
354183.963,8549140.699,69.867
354214.250,8549140.699,70.209
354244.536,8549140.699,70.551
354274.823,8549140.699,70.893
354305.109,8549140.699,71.235
354335.395,8549140.699,71.577
354365.682,8549140.699,71.919
354395.968,8549140.699,72.260
354426.255,8549140.699,72.602
354456.541,8549140.699,72.944
354486.827,8549140.699,73.286
354517.114,8549140.699,73.628
354547.400,8549140.699,73.970
354577.687,8549140.699,74.312
354607.973,8549140.699,74.654
354638.259,8549140.699,74.996
354668.546,8549140.699,75.338
354698.832,8549140.699,75.680
354729.118,8549140.699,76.022
354759.405,8549140.699,76.364
354789.691,8549140.699,76.706
354819.978,8549140.699,77.048
354850.264,8549140.699,77.389
354880.550,8549140.699,77.731
354910.837,8549140.699,78.073
354941.123,8549140.699,78.415
354971.410,8549140.699,78.757
355001.696,8549140.699,79.099
355031.982,8549140.699,79.441
355062.269,8549140.699,79.783
355092.555,8549140.699,80.125
355122.842,8549140.699,80.467
355153.128,8549140.699,80.809
355183.414,8549140.699,81.151
355213.701,8549140.699,81.493
355243.987,8549140.699,81.835
355274.273,8549140.699,82.177
355304.560,8549140.699,82.518
355334.846,8549140.699,82.860
355365.133,8549140.699,83.202
355395.419,8549140.699,83.544
355425.705,8549140.699,83.886
355455.992,8549140.699,84.228
355486.278,8549140.699,84.570
355516.565,8549140.699,84.912
355546.851,8549140.699,85.254
355577.137,8549140.699,85.596
355607.424,8549140.699,85.938
355637.710,8549140.699,86.280
355667.997,8549140.699,86.622
355698.283,8549140.699,86.964
355728.569,8549140.699,87.306
355758.856,8549140.699,82.647
355789.142,8549140.699,87.989
355819.428,8549140.699,88.331
355849.715,8549140.699,88.673
355880.001,8549140.699,89.015
355910.288,8549140.699,89.357
355940.574,8549140.699,89.699
355970.860,8549140.699,90.041
356001.147,8549140.699,90.383
356031.433,8549140.699,90.725
356061.720,8549140.699,91.067
356092.006,8549140.699,91.409
356122.292,8549140.699,91.751
356152.579,8549140.699,92.093
356182.865,8549140.699,92.435
356213.152,8549140.699,92.776
356243.438,8549140.699,93.118
356273.724,8549140.699,93.460
356304.011,8549140.699,93.802
356334.297,8549140.699,94.144
356364.584,8549140.699,94.486
356394.870,8549140.699,94.828
356425.156,8549140.699,95.170
356455.443,8549140.699,95.512
356485.729,8549140.699,95.854
356516.015,8549140.699,96.196
356546.302,8549140.699,96.538
356576.588,8549140.699,96.880
356606.875,8549140.699,97.222
356637.161,8549140.699,97.564
356667.447,8549140.699,97.905
353214.799,8549110.412,58.925
353245.085,8549110.412,59.267
353275.372,8549110.412,59.609
353305.658,8549110.412,59.951
353335.945,8549110.412,60.293
353366.231,8549110.412,60.635
353396.517,8549110.412,60.977
353426.804,8549110.412,61.319
353457.090,8549110.412,61.661
353487.376,8549110.412,62.002
353517.663,8549110.412,62.344
353547.949,8549110.412,62.686
353578.236,8549110.412,63.028
353608.522,8549110.412,63.370
353638.808,8549110.412,63.712
353669.095,8549110.412,64.054
353699.381,8549110.412,64.396
353729.668,8549110.412,64.738
353759.954,8549110.412,65.080
353790.240,8549110.412,65.422
353820.527,8549110.412,65.764
353850.813,8549110.412,66.106
353881.100,8549110.412,66.448
353911.386,8549110.412,66.790
353941.672,8549110.412,67.131
353971.959,8549110.412,67.473
354002.245,8549110.412,67.815
354032.531,8549110.412,68.157
354062.818,8549110.412,68.499
354093.104,8549110.412,68.841
354123.391,8549110.412,69.183
354153.677,8549110.412,69.525
354183.963,8549110.412,69.867
354214.250,8549110.412,70.209
354244.536,8549110.412,70.551
354274.823,8549110.412,70.893
354305.109,8549110.412,71.235
354335.395,8549110.412,71.577
354365.682,8549110.412,71.919
354395.968,8549110.412,72.260
354426.255,8549110.412,72.602
354456.541,8549110.412,72.944
354486.827,8549110.412,73.286
354517.114,8549110.412,73.628
354547.400,8549110.412,73.970
354577.687,8549110.412,74.312
354607.973,8549110.412,74.654
354638.259,8549110.412,74.996
354668.546,8549110.412,75.338
354698.832,8549110.412,75.680
354729.118,8549110.412,76.022
354759.405,8549110.412,76.364
354789.691,8549110.412,76.706
354819.978,8549110.412,77.048
354850.264,8549110.412,77.389
354880.550,8549110.412,77.731
354910.837,8549110.412,78.073
354941.123,8549110.412,78.415
354971.410,8549110.412,78.757
355001.696,8549110.412,79.099
355031.982,8549110.412,79.441
355062.269,8549110.412,79.783
355092.555,8549110.412,80.125
355122.842,8549110.412,80.467
355153.128,8549110.412,80.809
355183.414,8549110.412,81.151
355213.701,8549110.412,81.493
355243.987,8549110.412,81.835
355274.273,8549110.412,82.177
355304.560,8549110.412,82.518
355334.846,8549110.412,82.860
355365.133,8549110.412,83.202
355395.419,8549110.412,83.544
355425.705,8549110.412,83.886
355455.992,8549110.412,84.228
355486.278,8549110.412,84.570
355516.565,8549110.412,84.912
355546.851,8549110.412,85.254
355577.137,8549110.412,80.596
355607.424,8549110.412,80.938
355637.710,8549110.412,81.280
355667.997,8549110.412,81.622
355698.283,8549110.412,81.964
355728.569,8549110.412,82.306
355758.856,8549110.412,82.647
355789.142,8549110.412,82.989
355819.428,8549110.412,83.331
355849.715,8549110.412,83.673
355880.001,8549110.412,84.015
355910.288,8549110.412,89.357
355940.574,8549110.412,89.699
355970.860,8549110.412,90.041
356001.147,8549110.412,90.383
356031.433,8549110.412,90.725
356061.720,8549110.412,91.067
356092.006,8549110.412,91.409
356122.292,8549110.412,91.751
356152.579,8549110.412,92.093
356182.865,8549110.412,92.435
356213.152,8549110.412,92.776
356243.438,8549110.412,93.118
356273.724,8549110.412,93.460
356304.011,8549110.412,93.802
356334.297,8549110.412,94.144
356364.584,8549110.412,94.486
356394.870,8549110.412,94.828
356425.156,8549110.412,95.170
356455.443,8549110.412,95.512
356485.729,8549110.412,95.854
356516.015,8549110.412,96.196
356546.302,8549110.412,96.538
356576.588,8549110.412,96.880
356606.875,8549110.412,97.222
356637.161,8549110.412,97.564
356667.447,8549110.412,92.905
353214.799,8549080.126,58.925
353245.085,8549080.126,59.267
353275.372,8549080.126,59.609
353305.658,8549080.126,59.951
353335.945,8549080.126,60.293
353366.231,8549080.126,60.635
353396.517,8549080.126,60.977
353426.804,8549080.126,61.319
353457.090,8549080.126,61.661
353487.376,8549080.126,62.002
353517.663,8549080.126,62.344
353547.949,8549080.126,62.686
353578.236,8549080.126,63.028
353608.522,8549080.126,63.370
353638.808,8549080.126,63.712
353669.095,8549080.126,64.054
353699.381,8549080.126,64.396
353729.668,8549080.126,64.738
353759.954,8549080.126,65.080
353790.240,8549080.126,65.422
353820.527,8549080.126,65.764
353850.813,8549080.126,66.106
353881.100,8549080.126,66.448
353911.386,8549080.126,66.790
353941.672,8549080.126,67.131
353971.959,8549080.126,67.473
354002.245,8549080.126,67.815
354032.531,8549080.126,68.157
354062.818,8549080.126,68.499
354093.104,8549080.126,68.841
354123.391,8549080.126,69.183
354153.677,8549080.126,69.525
354183.963,8549080.126,69.867
354214.250,8549080.126,70.209
354244.536,8549080.126,70.551
354274.823,8549080.126,70.893
354305.109,8549080.126,71.235
354335.395,8549080.126,71.577
354365.682,8549080.126,71.919
354395.968,8549080.126,72.260
354426.255,8549080.126,72.602
354456.541,8549080.126,72.944
354486.827,8549080.126,73.286
354517.114,8549080.126,73.628
354547.400,8549080.126,73.970
354577.687,8549080.126,74.312
354607.973,8549080.126,74.654
354638.259,8549080.126,74.996
354668.546,8549080.126,75.338
354698.832,8549080.126,75.680
354729.118,8549080.126,76.022
354759.405,8549080.126,76.364
354789.691,8549080.126,76.706
354819.978,8549080.126,77.048
354850.264,8549080.126,77.389
354880.550,8549080.126,77.731
354910.837,8549080.126,78.073
354941.123,8549080.126,78.415
354971.410,8549080.126,78.757
355001.696,8549080.126,79.099
355031.982,8549080.126,79.441
355062.269,8549080.126,79.783
355092.555,8549080.126,80.125
355122.842,8549080.126,80.467
355153.128,8549080.126,80.809
355183.414,8549080.126,81.151
355213.701,8549080.126,81.493
355243.987,8549080.126,81.835
355274.273,8549080.126,82.177
355304.560,8549080.126,82.518
355334.846,8549080.126,82.860
355365.133,8549080.126,83.202
355395.419,8549080.126,83.544
355425.705,8549080.126,83.886
355455.992,8549080.126,84.228
355486.278,8549080.126,79.570
355516.565,8549080.126,79.912
355546.851,8549080.126,80.254
355577.137,8549080.126,80.596
355607.424,8549080.126,80.938
355637.710,8549080.126,81.280
355667.997,8549080.126,81.622
355698.283,8549080.126,81.964
355728.569,8549080.126,82.306
355758.856,8549080.126,82.647
355789.142,8549080.126,82.989
355819.428,8549080.126,83.331
355849.715,8549080.126,83.673
355880.001,8549080.126,84.015
355910.288,8549080.126,84.357
355940.574,8549080.126,84.699
355970.860,8549080.126,85.041
356001.147,8549080.126,85.383
356031.433,8549080.126,85.725
356061.720,8549080.126,86.067
356092.006,8549080.126,86.409
356122.292,8549080.126,91.751
356152.579,8549080.126,92.093
356182.865,8549080.126,92.435
356213.152,8549080.126,92.776
356243.438,8549080.126,93.118
356273.724,8549080.126,93.460
356304.011,8549080.126,93.802
356334.297,8549080.126,94.144
356364.584,8549080.126,94.486
356394.870,8549080.126,94.828
356425.156,8549080.126,95.170
356455.443,8549080.126,95.512
356485.729,8549080.126,95.854
356516.015,8549080.126,91.196
356546.302,8549080.126,91.538
356576.588,8549080.126,91.880
356606.875,8549080.126,92.222
356637.161,8549080.126,92.564
356667.447,8549080.126,92.905
353214.799,8549049.840,58.925
353245.085,8549049.840,59.267
353275.372,8549049.840,59.609
353305.658,8549049.840,59.951
353335.945,8549049.840,60.293
353366.231,8549049.840,60.635
353396.517,8549049.840,60.977
353426.804,8549049.840,61.319
353457.090,8549049.840,61.661
353487.376,8549049.840,62.002
353517.663,8549049.840,62.344
353547.949,8549049.840,62.686
353578.236,8549049.840,63.028
353608.522,8549049.840,63.370
353638.808,8549049.840,63.712
353669.095,8549049.840,64.054
353699.381,8549049.840,64.396
353729.668,8549049.840,64.738
353759.954,8549049.840,65.080
353790.240,8549049.840,65.422
353820.527,8549049.840,65.764
353850.813,8549049.840,66.106
353881.100,8549049.840,66.448
353911.386,8549049.840,66.790
353941.672,8549049.840,67.131
353971.959,8549049.840,67.473
354002.245,8549049.840,67.815
354032.531,8549049.840,68.157
354062.818,8549049.840,68.499
354093.104,8549049.840,68.841
354123.391,8549049.840,69.183
354153.677,8549049.840,69.525
354183.963,8549049.840,69.867
354214.250,8549049.840,70.209
354244.536,8549049.840,70.551
354274.823,8549049.840,70.893
354305.109,8549049.840,71.235
354335.395,8549049.840,71.577
354365.682,8549049.840,71.919
354395.968,8549049.840,72.260
354426.255,8549049.840,72.602
354456.541,8549049.840,72.944
354486.827,8549049.840,73.286
354517.114,8549049.840,73.628
354547.400,8549049.840,73.970
354577.687,8549049.840,74.312
354607.973,8549049.840,74.654
354638.259,8549049.840,74.996
354668.546,8549049.840,75.338
354698.832,8549049.840,75.680
354729.118,8549049.840,76.022
354759.405,8549049.840,76.364
354789.691,8549049.840,76.706
354819.978,8549049.840,77.048
354850.264,8549049.840,77.389
354880.550,8549049.840,77.731
354910.837,8549049.840,78.073
354941.123,8549049.840,78.415
354971.410,8549049.840,78.757
355001.696,8549049.840,74.099
355031.982,8549049.840,74.441
355062.269,8549049.840,74.783
355092.555,8549049.840,75.125
355122.842,8549049.840,75.467
355153.128,8549049.840,75.809
355183.414,8549049.840,76.151
355213.701,8549049.840,76.493
355243.987,8549049.840,76.835
355274.273,8549049.840,77.177
355304.560,8549049.840,82.518
355334.846,8549049.840,82.860
355365.133,8549049.840,83.202
355395.419,8549049.840,83.544
355425.705,8549049.840,78.886
355455.992,8549049.840,79.228
355486.278,8549049.840,79.570
355516.565,8549049.840,79.912
355546.851,8549049.840,80.254
355577.137,8549049.840,80.596
355607.424,8549049.840,80.938
355637.710,8549049.840,81.280
355667.997,8549049.840,81.622
355698.283,8549049.840,81.964
355728.569,8549049.840,82.306
355758.856,8549049.840,82.647
355789.142,8549049.840,82.989
355819.428,8549049.840,83.331
355849.715,8549049.840,83.673
355880.001,8549049.840,84.015
355910.288,8549049.840,84.357
355940.574,8549049.840,84.699
355970.860,8549049.840,85.041
356001.147,8549049.840,85.383
356031.433,8549049.840,85.725
356061.720,8549049.840,86.067
356092.006,8549049.840,86.409
356122.292,8549049.840,86.751
356152.579,8549049.840,87.093
356182.865,8549049.840,87.435
356213.152,8549049.840,87.776
356243.438,8549049.840,88.118
356273.724,8549049.840,88.460
356304.011,8549049.840,88.802
356334.297,8549049.840,89.144
356364.584,8549049.840,89.486
356394.870,8549049.840,89.828
356425.156,8549049.840,90.170
356455.443,8549049.840,90.512
356485.729,8549049.840,90.854
356516.015,8549049.840,91.196
356546.302,8549049.840,91.538
356576.588,8549049.840,91.880
356606.875,8549049.840,92.222
356637.161,8549049.840,92.564
356667.447,8549049.840,92.905
353214.799,8549019.553,58.925
353245.085,8549019.553,59.267
353275.372,8549019.553,59.609
353305.658,8549019.553,59.951
353335.945,8549019.553,60.293
353366.231,8549019.553,60.635
353396.517,8549019.553,60.977
353426.804,8549019.553,61.319
353457.090,8549019.553,61.661
353487.376,8549019.553,62.002
353517.663,8549019.553,62.344
353547.949,8549019.553,62.686
353578.236,8549019.553,63.028
353608.522,8549019.553,63.370
353638.808,8549019.553,63.712
353669.095,8549019.553,64.054
353699.381,8549019.553,64.396
353729.668,8549019.553,64.738
353759.954,8549019.553,65.080
353790.240,8549019.553,65.422
353820.527,8549019.553,65.764
353850.813,8549019.553,66.106
353881.100,8549019.553,66.448
353911.386,8549019.553,66.790
353941.672,8549019.553,67.131
353971.959,8549019.553,67.473
354002.245,8549019.553,67.815
354032.531,8549019.553,68.157
354062.818,8549019.553,68.499
354093.104,8549019.553,68.841
354123.391,8549019.553,69.183
354153.677,8549019.553,69.525
354183.963,8549019.553,69.867
354214.250,8549019.553,70.209
354244.536,8549019.553,70.551
354274.823,8549019.553,70.893
354305.109,8549019.553,71.235
354335.395,8549019.553,71.577
354365.682,8549019.553,71.919
354395.968,8549019.553,72.260
354426.255,8549019.553,72.602
354456.541,8549019.553,72.944
354486.827,8549019.553,73.286
354517.114,8549019.553,73.628
354547.400,8549019.553,73.970
354577.687,8549019.553,74.312
354607.973,8549019.553,74.654
354638.259,8549019.553,74.996
354668.546,8549019.553,75.338
354698.832,8549019.553,75.680
354729.118,8549019.553,76.022
354759.405,8549019.553,76.364
354789.691,8549019.553,76.706
354819.978,8549019.553,77.048
354850.264,8549019.553,77.389
354880.550,8549019.553,77.731
354910.837,8549019.553,73.073
354941.123,8549019.553,73.415
354971.410,8549019.553,73.757
355001.696,8549019.553,74.099
355031.982,8549019.553,74.441
355062.269,8549019.553,74.783
355092.555,8549019.553,75.125
355122.842,8549019.553,75.467
355153.128,8549019.553,75.809
355183.414,8549019.553,76.151
355213.701,8549019.553,76.493
355243.987,8549019.553,76.835
355274.273,8549019.553,77.177
355304.560,8549019.553,77.518
355334.846,8549019.553,77.860
355365.133,8549019.553,78.202
355395.419,8549019.553,78.544
355425.705,8549019.553,78.886
355455.992,8549019.553,79.228
355486.278,8549019.553,79.570
355516.565,8549019.553,79.912
355546.851,8549019.553,80.254
355577.137,8549019.553,80.596
355607.424,8549019.553,80.938
355637.710,8549019.553,81.280
355667.997,8549019.553,81.622
355698.283,8549019.553,81.964
355728.569,8549019.553,82.306
355758.856,8549019.553,82.647
355789.142,8549019.553,82.989
355819.428,8549019.553,83.331
355849.715,8549019.553,83.673
355880.001,8549019.553,84.015
355910.288,8549019.553,84.357
355940.574,8549019.553,84.699
355970.860,8549019.553,85.041
356001.147,8549019.553,85.383
356031.433,8549019.553,85.725
356061.720,8549019.553,86.067
356092.006,8549019.553,86.409
356122.292,8549019.553,86.751
356152.579,8549019.553,87.093
356182.865,8549019.553,87.435
356213.152,8549019.553,87.776
356243.438,8549019.553,88.118
356273.724,8549019.553,88.460
356304.011,8549019.553,88.802
356334.297,8549019.553,89.144
356364.584,8549019.553,89.486
356394.870,8549019.553,89.828
356425.156,8549019.553,90.170
356455.443,8549019.553,90.512
356485.729,8549019.553,90.854
356516.015,8549019.553,91.196
356546.302,8549019.553,91.538
356576.588,8549019.553,91.880
356606.875,8549019.553,92.222
356637.161,8549019.553,92.564
356667.447,8549019.553,92.905
353214.799,8548989.267,58.925
353245.085,8548989.267,59.267
353275.372,8548989.267,59.609
353305.658,8548989.267,59.951
353335.945,8548989.267,60.293
353366.231,8548989.267,60.635
353396.517,8548989.267,60.977
353426.804,8548989.267,61.319
353457.090,8548989.267,61.661
353487.376,8548989.267,62.002
353517.663,8548989.267,62.344
353547.949,8548989.267,62.686
353578.236,8548989.267,63.028
353608.522,8548989.267,63.370
353638.808,8548989.267,63.712
353669.095,8548989.267,64.054
353699.381,8548989.267,64.396
353729.668,8548989.267,64.738
353759.954,8548989.267,65.080
353790.240,8548989.267,65.422
353820.527,8548989.267,65.764
353850.813,8548989.267,66.106
353881.100,8548989.267,66.448
353911.386,8548989.267,66.790
353941.672,8548989.267,67.131
353971.959,8548989.267,67.473
354002.245,8548989.267,67.815
354032.531,8548989.267,68.157
354062.818,8548989.267,68.499
354093.104,8548989.267,68.841
354123.391,8548989.267,69.183
354153.677,8548989.267,69.525
354183.963,8548989.267,69.867
354214.250,8548989.267,70.209
354244.536,8548989.267,70.551
354274.823,8548989.267,70.893
354305.109,8548989.267,71.235
354335.395,8548989.267,71.577
354365.682,8548989.267,71.919
354395.968,8548989.267,72.260
354426.255,8548989.267,72.602
354456.541,8548989.267,72.944
354486.827,8548989.267,73.286
354517.114,8548989.267,73.628
354547.400,8548989.267,73.970
354577.687,8548989.267,74.312
354607.973,8548989.267,74.654
354638.259,8548989.267,74.996
354668.546,8548989.267,75.338
354698.832,8548989.267,75.680
354729.118,8548989.267,76.022
354759.405,8548989.267,76.364
354789.691,8548989.267,76.706
354819.978,8548989.267,72.048
354850.264,8548989.267,72.389
354880.550,8548989.267,72.731
354910.837,8548989.267,73.073
354941.123,8548989.267,73.415
354971.410,8548989.267,73.757
355001.696,8548989.267,74.099
355031.982,8548989.267,74.441
355062.269,8548989.267,74.783
355092.555,8548989.267,75.125
355122.842,8548989.267,75.467
355153.128,8548989.267,75.809
355183.414,8548989.267,76.151
355213.701,8548989.267,76.493
355243.987,8548989.267,76.835
355274.273,8548989.267,77.177
355304.560,8548989.267,77.518
355334.846,8548989.267,77.860
355365.133,8548989.267,78.202
355395.419,8548989.267,78.544
355425.705,8548989.267,78.886
355455.992,8548989.267,79.228
355486.278,8548989.267,79.570
355516.565,8548989.267,79.912
355546.851,8548989.267,80.254
355577.137,8548989.267,80.596
355607.424,8548989.267,80.938
355637.710,8548989.267,81.280
355667.997,8548989.267,81.622
355698.283,8548989.267,81.964
355728.569,8548989.267,82.306
355758.856,8548989.267,82.647
355789.142,8548989.267,82.989
355819.428,8548989.267,83.331
355849.715,8548989.267,83.673
355880.001,8548989.267,84.015
355910.288,8548989.267,84.357
355940.574,8548989.267,84.699
355970.860,8548989.267,85.041
356001.147,8548989.267,85.383
356031.433,8548989.267,85.725
356061.720,8548989.267,86.067
356092.006,8548989.267,86.409
356122.292,8548989.267,86.751
356152.579,8548989.267,87.093
356182.865,8548989.267,87.435
356213.152,8548989.267,87.776
356243.438,8548989.267,88.118
356273.724,8548989.267,88.460
356304.011,8548989.267,88.802
356334.297,8548989.267,89.144
356364.584,8548989.267,89.486
356394.870,8548989.267,89.828
356425.156,8548989.267,90.170
356455.443,8548989.267,90.512
356485.729,8548989.267,90.854
356516.015,8548989.267,91.196
356546.302,8548989.267,91.538
356576.588,8548989.267,91.880
356606.875,8548989.267,92.222
356637.161,8548989.267,97.564
356667.447,8548989.267,97.905
353214.799,8548958.981,58.925
353245.085,8548958.981,59.267
353275.372,8548958.981,59.609
353305.658,8548958.981,59.951
353335.945,8548958.981,60.293
353366.231,8548958.981,60.635
353396.517,8548958.981,60.977
353426.804,8548958.981,61.319
353457.090,8548958.981,61.661
353487.376,8548958.981,62.002
353517.663,8548958.981,62.344
353547.949,8548958.981,62.686
353578.236,8548958.981,63.028
353608.522,8548958.981,63.370
353638.808,8548958.981,63.712
353669.095,8548958.981,64.054
353699.381,8548958.981,64.396
353729.668,8548958.981,64.738
353759.954,8548958.981,65.080
353790.240,8548958.981,65.422
353820.527,8548958.981,65.764
353850.813,8548958.981,66.106
353881.100,8548958.981,66.448
353911.386,8548958.981,66.790
353941.672,8548958.981,67.131
353971.959,8548958.981,67.473
354002.245,8548958.981,67.815
354032.531,8548958.981,68.157
354062.818,8548958.981,68.499
354093.104,8548958.981,68.841
354123.391,8548958.981,69.183
354153.677,8548958.981,69.525
354183.963,8548958.981,69.867
354214.250,8548958.981,70.209
354244.536,8548958.981,70.551
354274.823,8548958.981,70.893
354305.109,8548958.981,71.235
354335.395,8548958.981,71.577
354365.682,8548958.981,71.919
354395.968,8548958.981,72.260
354426.255,8548958.981,72.602
354456.541,8548958.981,72.944
354486.827,8548958.981,73.286
354517.114,8548958.981,73.628
354547.400,8548958.981,73.970
354577.687,8548958.981,74.312
354607.973,8548958.981,74.654
354638.259,8548958.981,74.996
354668.546,8548958.981,70.338
354698.832,8548958.981,70.680
354729.118,8548958.981,71.022
354759.405,8548958.981,71.364
354789.691,8548958.981,71.706
354819.978,8548958.981,72.048
354850.264,8548958.981,72.389
354880.550,8548958.981,72.731
354910.837,8548958.981,73.073
354941.123,8548958.981,73.415
354971.410,8548958.981,73.757
355001.696,8548958.981,74.099
355031.982,8548958.981,74.441
355062.269,8548958.981,74.783
355092.555,8548958.981,75.125
355122.842,8548958.981,75.467
355153.128,8548958.981,75.809
355183.414,8548958.981,76.151
355213.701,8548958.981,76.493
355243.987,8548958.981,76.835
355274.273,8548958.981,77.177
355304.560,8548958.981,77.518
355334.846,8548958.981,77.860
355365.133,8548958.981,78.202
355395.419,8548958.981,78.544
355425.705,8548958.981,78.886
355455.992,8548958.981,79.228
355486.278,8548958.981,79.570
355516.565,8548958.981,79.912
355546.851,8548958.981,80.254
355577.137,8548958.981,80.596
355607.424,8548958.981,80.938
355637.710,8548958.981,81.280
355667.997,8548958.981,81.622
355698.283,8548958.981,81.964
355728.569,8548958.981,82.306
355758.856,8548958.981,82.647
355789.142,8548958.981,82.989
355819.428,8548958.981,83.331
355849.715,8548958.981,83.673
355880.001,8548958.981,89.015
355910.288,8548958.981,89.357
355940.574,8548958.981,84.699
355970.860,8548958.981,85.041
356001.147,8548958.981,85.383
356031.433,8548958.981,85.725
356061.720,8548958.981,86.067
356092.006,8548958.981,86.409
356122.292,8548958.981,86.751
356152.579,8548958.981,87.093
356182.865,8548958.981,87.435
356213.152,8548958.981,87.776
356243.438,8548958.981,88.118
356273.724,8548958.981,88.460
356304.011,8548958.981,88.802
356334.297,8548958.981,89.144
356364.584,8548958.981,89.486
356394.870,8548958.981,89.828
356425.156,8548958.981,90.170
356455.443,8548958.981,90.512
356485.729,8548958.981,90.854
356516.015,8548958.981,91.196
356546.302,8548958.981,91.538
356576.588,8548958.981,96.880
356606.875,8548958.981,97.222
356637.161,8548958.981,97.564
356667.447,8548958.981,97.905
353214.799,8548928.694,58.925
353245.085,8548928.694,59.267
353275.372,8548928.694,59.609
353305.658,8548928.694,59.951
353335.945,8548928.694,60.293
353366.231,8548928.694,60.635
353396.517,8548928.694,60.977
353426.804,8548928.694,61.319
