,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,apply_order,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,chkpar,zero_based
109,org\freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_24_inst0_grid.csv,,999,,,,,,6.0,False
110,org\freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_2_inst0_constant.csv,,999,,,,,,6.0,False
111,org\freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_2_inst0_grid.csv,,999,,,,,,6.0,False
112,org\freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_3_inst0_constant.csv,,999,,,,,,6.0,False
113,org\freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_3_inst0_grid.csv,,999,,,,,,6.0,False
114,org\freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_4_inst0_constant.csv,,999,,,,,,6.0,False
115,org\freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_4_inst0_grid.csv,,999,,,,,,6.0,False
116,org\freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_5_inst0_constant.csv,,999,,,,,,6.0,False
117,org\freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_5_inst0_grid.csv,,999,,,,,,6.0,False
118,org\freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_6_inst0_constant.csv,,999,,,,,,6.0,False
119,org\freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_6_inst0_grid.csv,,999,,,,,,6.0,False
120,org\freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_7_inst0_constant.csv,,999,,,,,,6.0,False
121,org\freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_7_inst0_grid.csv,,999,,,,,,6.0,False
122,org\freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\twel_mlt_8_inst0_constant.csv,,999,,,,,,6.0,False
123,org\freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\wel_grid_8_inst0_grid.csv,,999,,,,,,6.0,False
124,org\freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 1, 2, 3]",free, ,0,[1e+30],[-1e+30],m,mult\sfr_rhk_inst0_grid.csv,,999,,,,,,40.0,False
