obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol
oname:inc_otype:lst_usecol:ghb_totim:4199.5,-316.313,1.0,inc,,,inc,lst,,4199.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4230.5,-262.4563,1.0,inc,,,inc,lst,,4230.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4261.5,-189.1761,1.0,inc,,,inc,lst,,4261.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4291.5,-116.1875,1.0,inc,,,inc,lst,,4291.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4322.5,-57.9356,1.0,inc,,,inc,lst,,4322.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4352.5,-31.8616,1.0,inc,,,inc,lst,,4352.5,ghb
oname:inc_otype:lst_usecol:ghb_totim:4383.5,-59.0663,1.0,inc,,,inc,lst,,4383.5,ghb
oname:inc_otype:lst_usecol:in-out_totim:3652.5,-2.7048,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3652.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3683.5,-3.4765,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3683.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3712.5,1.7271,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3712.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3743.5,2.8239,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3743.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3773.5,2.1742,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3773.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3804.5,1.0875,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3804.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3834.5,1.4114,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3834.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3865.5,-3.5648,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3865.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3896.5,-5.5413,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3896.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3926.5,-5.3919,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3926.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3957.5,-4.96,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3957.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:3987.5,-3.4861,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,3987.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4018.5,-1.2792,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4018.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4049.5,3.6878,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4049.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4077.5,3.8543,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4077.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4108.5,4.7525,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4108.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4138.5,3.2303,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4138.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4169.5,1.4877,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4169.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4199.5,2.1977,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4199.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4230.5,-3.5876,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4230.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4261.5,-5.2555,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4261.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4291.5,-5.542,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4291.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4322.5,-5.2144,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4322.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4352.5,-2.839,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4352.5,in-out
oname:inc_otype:lst_usecol:in-out_totim:4383.5,3.4986,1.0,oname:inc_otype:lst_usecol:in-out,,,inc,lst,,4383.5,in-out
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3652.5,-0.08,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3652.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3683.5,-0.08,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3683.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3712.5,0.03,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3712.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3743.5,0.05,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3743.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3773.5,0.03,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3773.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3804.5,0.02,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3804.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3834.5,0.03,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3834.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3865.5,-0.08,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3865.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3896.5,-0.15,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3896.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3926.5,-0.17,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3926.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3957.5,-0.18,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3957.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:3987.5,-0.12,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,3987.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4018.5,-0.04,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4018.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4049.5,0.09,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4049.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4077.5,0.07,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4077.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4108.5,0.08,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4108.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4138.5,0.05,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4138.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4169.5,0.03,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4169.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4199.5,0.05,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4199.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4230.5,-0.08,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4230.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4261.5,-0.14,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4261.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4291.5,-0.18,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4291.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4322.5,-0.19,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4322.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4352.5,-0.11,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4352.5,percent-discrepancy
oname:inc_otype:lst_usecol:percent-discrepancy_totim:4383.5,0.11,1.0,oname:inc_otype:lst_usecol:percent-discrepancy,,,inc,lst,,4383.5,percent-discrepancy
oname:inc_otype:lst_usecol:rcha_totim:3652.5,3352.2031,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3652.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3683.5,3931.458,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3683.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3712.5,5337.294,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3712.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3743.5,6238.7236,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3743.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3773.5,6383.5107,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3773.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3804.5,5706.5493,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3804.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3834.5,4379.925,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3834.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3865.5,2742.3313,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3865.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3896.5,1282.399,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3896.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3926.5,374.9125,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3926.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3957.5,257.996,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3957.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:3987.5,971.0258,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,3987.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4018.5,2340.7012,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4018.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4049.5,3905.003,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4049.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4077.5,5317.455,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4077.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4108.5,6245.7925,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4108.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4138.5,6378.8823,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4138.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4169.5,5689.389,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4169.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4199.5,4355.0547,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4199.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4230.5,2715.9446,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4230.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4261.5,1262.1594,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4261.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4291.5,366.2614,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4291.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4322.5,263.2447,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4322.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4352.5,988.8073,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4352.5,rcha
oname:inc_otype:lst_usecol:rcha_totim:4383.5,3018.0603,1.0,oname:inc_otype:lst_usecol:rcha,,,inc,lst,,4383.5,rcha
oname:inc_otype:lst_usecol:sfr_totim:3652.5,-2202.4138,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3652.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3683.5,-2085.9126,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3683.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3712.5,-2258.6199,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3712.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3743.5,-2551.4521,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3743.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3773.5,-2785.145,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3773.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3804.5,-2846.8733,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3804.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3834.5,-2664.1892,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3834.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3865.5,-2263.238,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3865.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3896.5,-1718.0819,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3896.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3926.5,-1179.1758,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3926.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3957.5,-748.5323,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3957.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:3987.5,-532.5872,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,3987.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4018.5,-567.2595,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4018.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4049.5,-827.4092,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4049.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4077.5,-1208.3849,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4077.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4108.5,-1660.0637,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4108.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4138.5,-1997.7029,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4138.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4169.5,-2133.4917,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4169.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4199.5,-2004.6028,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4199.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4230.5,-1642.1884,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4230.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4261.5,-1130.0044,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4261.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4291.5,-618.6427,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4291.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4322.5,-212.68161,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4322.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4352.5,-33.5589,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4352.5,sfr
oname:inc_otype:lst_usecol:sfr_totim:4383.5,-239.5759,1.0,oname:inc_otype:lst_usecol:sfr,,,inc,lst,,4383.5,sfr
oname:inc_otype:lst_usecol:sto-ss_totim:3652.5,0.316468,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3652.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3683.5,0.9934,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3683.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3712.5,-2.6619,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3712.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3743.5,-4.3855,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3743.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3773.5,-4.0197,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3773.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3804.5,-1.7395,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3804.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3834.5,1.676294,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3834.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3865.5,5.2215,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3865.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3896.5,7.6748,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3896.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3926.5,8.4638,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3926.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3957.5,7.2514,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3957.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:3987.5,5.9185,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,3987.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4018.5,1.9621999,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4018.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4049.5,-1.7597,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4049.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4077.5,-4.6361,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4077.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4108.5,-5.8415,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4108.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4138.5,-5.084,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4138.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4169.5,-2.5537,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4169.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4199.5,1.010485,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4199.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4230.5,4.6363,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4230.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4261.5,7.1602,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4261.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4291.5,7.9931,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4291.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4322.5,6.8366,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4322.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4352.5,4.0545,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4352.5,sto-ss
oname:inc_otype:lst_usecol:sto-ss_totim:4383.5,-1.1922,1.0,oname:inc_otype:lst_usecol:sto-ss,,,inc,lst,,4383.5,sto-ss
oname:inc_otype:lst_usecol:sto-sy_totim:3652.5,107.4618,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3652.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3683.5,309.1931,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3683.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3712.5,-886.9847,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3712.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3743.5,-1450.2736,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3743.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3773.5,-1330.4187,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3773.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3804.5,-589.6726,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3804.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3834.5,522.5263,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3834.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3865.5,1690.7642,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3865.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3896.5,2526.1199,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3896.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3926.5,2818.7869,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3926.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3957.5,2445.974,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3957.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:3987.5,2038.5973,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,3987.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4018.5,712.2183,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4018.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4049.5,-550.5725,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4049.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4077.5,-1529.7233,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4077.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4108.5,-1946.0446,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4108.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4138.5,-1701.2012,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4138.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4169.5,-865.3009,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4169.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4199.5,317.0485,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4199.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4230.5,1530.4762,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4230.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4261.5,2394.6055,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4261.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4291.5,2705.0337,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4291.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4322.5,2345.3213,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4322.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4352.5,1419.7198,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4352.5,sto-sy
oname:inc_otype:lst_usecol:sto-sy_totim:4383.5,-364.7274,1.0,oname:inc_otype:lst_usecol:sto-sy,,,inc,lst,,4383.5,sto-sy
oname:inc_otype:lst_usecol:total_totim:3652.5,-2.7045898,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3652.5,total
oname:inc_otype:lst_usecol:total_totim:3683.5,-3.4760742,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3683.5,total
oname:inc_otype:lst_usecol:total_totim:3712.5,1.7270508,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3712.5,total
oname:inc_otype:lst_usecol:total_totim:3743.5,2.8242188,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3743.5,total
oname:inc_otype:lst_usecol:total_totim:3773.5,2.1743164,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3773.5,total
oname:inc_otype:lst_usecol:total_totim:3804.5,1.0874023,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3804.5,total
oname:inc_otype:lst_usecol:total_totim:3834.5,1.4111328,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3834.5,total
oname:inc_otype:lst_usecol:total_totim:3865.5,-3.5649414,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3865.5,total
oname:inc_otype:lst_usecol:total_totim:3896.5,-5.54126,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3896.5,total
oname:inc_otype:lst_usecol:total_totim:3926.5,-5.3918457,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3926.5,total
oname:inc_otype:lst_usecol:total_totim:3957.5,-4.959961,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3957.5,total
oname:inc_otype:lst_usecol:total_totim:3987.5,-3.4863281,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,3987.5,total
oname:inc_otype:lst_usecol:total_totim:4018.5,-1.2792969,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4018.5,total
oname:inc_otype:lst_usecol:total_totim:4049.5,3.6879883,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4049.5,total
oname:inc_otype:lst_usecol:total_totim:4077.5,3.854004,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4077.5,total
oname:inc_otype:lst_usecol:total_totim:4108.5,4.7529297,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4108.5,total
oname:inc_otype:lst_usecol:total_totim:4138.5,3.2304688,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4138.5,total
oname:inc_otype:lst_usecol:total_totim:4169.5,1.487793,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4169.5,total
oname:inc_otype:lst_usecol:total_totim:4199.5,2.197754,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4199.5,total
oname:inc_otype:lst_usecol:total_totim:4230.5,-3.5874023,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4230.5,total
oname:inc_otype:lst_usecol:total_totim:4261.5,-5.255371,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4261.5,total
oname:inc_otype:lst_usecol:total_totim:4291.5,-5.541992,1.0,oname:inc_otype:lst_usecol:total,,,inc,lst,,4291.5,total
