,0,1,2,3,4,5,6,7,8,9,10,11
249,249,"(1, 6, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_07_10
250,250,"(2, 6, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_07_10
251,251,"(3, 6, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_07_10
252,252,"(0, 6, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_07_11
253,253,"(1, 6, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_07_11
254,254,"(2, 6, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_07_11
255,255,"(3, 6, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_07_11
256,256,"(0, 6, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_07_12
257,257,"(1, 6, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_07_12
258,258,"(2, 6, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_07_12
259,259,"(3, 6, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_07_12
260,260,"(0, 6, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_07_13
261,261,"(1, 6, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_07_13
262,262,"(2, 6, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_07_13
263,263,"(3, 6, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_07_13
264,264,"(0, 6, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_07_14
265,265,"(1, 6, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_07_14
266,266,"(2, 6, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_07_14
267,267,"(3, 6, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_07_14
268,268,"(0, 7, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_02
269,269,"(1, 7, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_02
270,270,"(2, 7, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_02
271,271,"(3, 7, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_02
272,272,"(0, 7, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_03
273,273,"(1, 7, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_03
274,274,"(2, 7, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_03
275,275,"(3, 7, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_03
276,276,"(0, 7, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_04
277,277,"(1, 7, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_04
278,278,"(2, 7, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_04
279,279,"(3, 7, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_04
280,280,"(0, 7, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_05
281,281,"(1, 7, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_05
282,282,"(2, 7, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_05
283,283,"(3, 7, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_05
284,284,"(0, 7, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_06
285,285,"(1, 7, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_06
286,286,"(2, 7, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_06
287,287,"(3, 7, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_06
288,288,"(0, 7, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_07
289,289,"(1, 7, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_07
290,290,"(2, 7, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_07
291,291,"(3, 7, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_07
292,292,"(0, 7, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_08
293,293,"(1, 7, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_08
294,294,"(2, 7, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_08
295,295,"(3, 7, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_08
296,296,"(0, 7, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_09
297,297,"(1, 7, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_09
298,298,"(2, 7, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_09
299,299,"(3, 7, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_09
300,300,"(0, 7, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_10
301,301,"(1, 7, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_10
302,302,"(2, 7, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_10
303,303,"(3, 7, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_10
304,304,"(0, 7, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_11
305,305,"(1, 7, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_11
306,306,"(2, 7, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_11
307,307,"(3, 7, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_11
308,308,"(0, 7, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_12
309,309,"(1, 7, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_12
310,310,"(2, 7, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_12
311,311,"(3, 7, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_12
312,312,"(0, 7, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_13
313,313,"(1, 7, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_13
314,314,"(2, 7, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_13
315,315,"(3, 7, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_13
316,316,"(0, 7, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_08_14
317,317,"(1, 7, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_08_14
318,318,"(2, 7, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_08_14
319,319,"(3, 7, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_08_14
320,320,"(0, 8, 0)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_01
321,321,"(1, 8, 0)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_01
322,322,"(2, 8, 0)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_01
323,323,"(3, 8, 0)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_01
324,324,"(0, 8, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_02
325,325,"(1, 8, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_02
326,326,"(2, 8, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_02
327,327,"(3, 8, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_02
328,328,"(0, 8, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_03
329,329,"(1, 8, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_03
330,330,"(2, 8, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_03
331,331,"(3, 8, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_03
332,332,"(0, 8, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_04
333,333,"(1, 8, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_04
334,334,"(2, 8, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_04
335,335,"(3, 8, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_04
336,336,"(0, 8, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_05
337,337,"(1, 8, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_05
338,338,"(2, 8, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_05
339,339,"(3, 8, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_05
340,340,"(0, 8, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_06
341,341,"(1, 8, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_06
342,342,"(2, 8, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_06
343,343,"(3, 8, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_06
344,344,"(0, 8, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_07
345,345,"(1, 8, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_07
346,346,"(2, 8, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_07
347,347,"(3, 8, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_07
348,348,"(0, 8, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_08
349,349,"(1, 8, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_08
350,350,"(2, 8, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_08
351,351,"(3, 8, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_08
352,352,"(0, 8, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_09
353,353,"(1, 8, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_09
354,354,"(2, 8, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_09
355,355,"(3, 8, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_09
356,356,"(0, 8, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_10
357,357,"(1, 8, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_10
358,358,"(2, 8, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_10
359,359,"(3, 8, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_10
360,360,"(0, 8, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_11
361,361,"(1, 8, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_11
362,362,"(2, 8, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_11
363,363,"(3, 8, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_11
364,364,"(0, 8, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_12
365,365,"(1, 8, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_12
366,366,"(2, 8, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_12
367,367,"(3, 8, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_12
368,368,"(0, 8, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_13
369,369,"(1, 8, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_13
370,370,"(2, 8, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_13
371,371,"(3, 8, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_13
372,372,"(0, 8, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_14
373,373,"(1, 8, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_14
374,374,"(2, 8, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_14
375,375,"(3, 8, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_14
376,376,"(0, 8, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_09_15
377,377,"(1, 8, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_09_15
378,378,"(2, 8, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_09_15
379,379,"(3, 8, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_09_15
380,380,"(0, 9, 0)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_01
381,381,"(1, 9, 0)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_01
382,382,"(2, 9, 0)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_01
383,383,"(3, 9, 0)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_01
384,384,"(0, 9, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_02
385,385,"(1, 9, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_02
386,386,"(2, 9, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_02
387,387,"(3, 9, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_02
388,388,"(0, 9, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_03
389,389,"(1, 9, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_03
390,390,"(2, 9, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_03
391,391,"(3, 9, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_03
392,392,"(0, 9, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_04
393,393,"(1, 9, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_04
394,394,"(2, 9, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_04
395,395,"(3, 9, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_04
396,396,"(0, 9, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_05
397,397,"(1, 9, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_05
398,398,"(2, 9, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_05
399,399,"(3, 9, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_05
400,400,"(0, 9, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_06
401,401,"(1, 9, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_06
402,402,"(2, 9, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_06
403,403,"(3, 9, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_06
404,404,"(0, 9, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_07
405,405,"(1, 9, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_07
406,406,"(2, 9, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_07
407,407,"(3, 9, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_07
408,408,"(0, 9, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_08
409,409,"(1, 9, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_08
410,410,"(2, 9, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_08
411,411,"(3, 9, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_08
412,412,"(0, 9, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_09
413,413,"(1, 9, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_09
414,414,"(2, 9, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_09
415,415,"(3, 9, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_09
416,416,"(0, 9, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_10
417,417,"(1, 9, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_10
418,418,"(2, 9, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_10
419,419,"(3, 9, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_10
420,420,"(0, 9, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_11
421,421,"(1, 9, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_11
422,422,"(2, 9, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_11
423,423,"(3, 9, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_11
424,424,"(0, 9, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_12
425,425,"(1, 9, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_12
426,426,"(2, 9, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_12
427,427,"(3, 9, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_12
428,428,"(0, 9, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_13
429,429,"(1, 9, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_13
430,430,"(2, 9, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_13
431,431,"(3, 9, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_13
432,432,"(0, 9, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_14
433,433,"(1, 9, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_14
434,434,"(2, 9, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_14
435,435,"(3, 9, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_14
436,436,"(0, 9, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_10_15
437,437,"(1, 9, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_10_15
438,438,"(2, 9, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_10_15
439,439,"(3, 9, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_10_15
440,440,"(0, 10, 0)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_01
441,441,"(1, 10, 0)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_01
442,442,"(2, 10, 0)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_01
443,443,"(3, 10, 0)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_01
444,444,"(0, 10, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_02
445,445,"(1, 10, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_02
446,446,"(2, 10, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_02
447,447,"(3, 10, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_02
448,448,"(0, 10, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_03
449,449,"(1, 10, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_03
450,450,"(2, 10, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_03
451,451,"(3, 10, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_03
452,452,"(0, 10, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_04
453,453,"(1, 10, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_04
454,454,"(2, 10, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_04
455,455,"(3, 10, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_04
456,456,"(0, 10, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_05
457,457,"(1, 10, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_05
458,458,"(2, 10, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_05
459,459,"(3, 10, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_05
460,460,"(0, 10, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_06
461,461,"(1, 10, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_06
462,462,"(2, 10, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_06
463,463,"(3, 10, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_06
464,464,"(0, 10, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_07
465,465,"(1, 10, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_07
466,466,"(2, 10, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_07
467,467,"(3, 10, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_07
468,468,"(0, 10, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_08
469,469,"(1, 10, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_08
470,470,"(2, 10, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_08
471,471,"(3, 10, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_08
472,472,"(0, 10, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_09
473,473,"(1, 10, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_09
474,474,"(2, 10, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_09
475,475,"(3, 10, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_09
476,476,"(0, 10, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_10
477,477,"(1, 10, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_10
478,478,"(2, 10, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_10
479,479,"(3, 10, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_10
480,480,"(0, 10, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_11
481,481,"(1, 10, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_11
482,482,"(2, 10, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_11
483,483,"(3, 10, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_11
484,484,"(0, 10, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_12
485,485,"(1, 10, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_12
486,486,"(2, 10, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_12
487,487,"(3, 10, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_12
488,488,"(0, 10, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_13
489,489,"(1, 10, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_13
490,490,"(2, 10, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_13
491,491,"(3, 10, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_13
492,492,"(0, 10, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_14
493,493,"(1, 10, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_14
494,494,"(2, 10, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_14
495,495,"(3, 10, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_14
496,496,"(0, 10, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_15
497,497,"(1, 10, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_15
