,Unnamed: 0,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,apply_order,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,chkpar,zero_based
94,94,org\freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst0_constant.csv,,999,,,,,,7.0,False
95,95,org\freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst0_grid.csv,,999,,,,,,7.0,False
96,96,org\freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst1_constant.csv,,999,,,,,,7.0,False
97,97,org\freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst1_grid.csv,,999,,,,,,7.0,False
98,98,org\freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst2_constant.csv,,999,,,,,,7.0,False
99,99,org\freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst2_grid.csv,,999,,,,,,7.0,False
100,100,org\freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst3_constant.csv,,999,,,,,,7.0,False
101,101,org\freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst3_grid.csv,,999,,,,,,7.0,False
102,102,org\freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst4_constant.csv,,999,,,,,,7.0,False
103,103,org\freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst4_grid.csv,,999,,,,,,7.0,False
104,104,org\freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst5_constant.csv,,999,,,,,,7.0,False
105,105,org\freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst5_grid.csv,,999,,,,,,7.0,False
106,106,org\freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst6_constant.csv,,999,,,,,,7.0,False
107,107,org\freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst6_grid.csv,,999,,,,,,7.0,False
108,108,org\freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst7_constant.csv,,999,,,,,,7.0,False
109,109,org\freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst7_grid.csv,,999,,,,,,7.0,False
110,110,org\freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst8_constant.csv,,999,,,,,,7.0,False
111,111,org\freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst8_grid.csv,,999,,,,,,7.0,False
112,112,org\freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst9_constant.csv,,999,,,,,,7.0,False
113,113,org\freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst9_grid.csv,,999,,,,,,7.0,False
114,114,org\freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst10_constant.csv,,999,,,,,,7.0,False
115,115,org\freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst10_grid.csv,,999,,,,,,7.0,False
116,116,org\freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst11_constant.csv,,999,,,,,,7.0,False
117,117,org\freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst11_grid.csv,,999,,,,,,7.0,False
118,118,org\freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst12_constant.csv,,999,,,,,,7.0,False
119,119,org\freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst12_grid.csv,,999,,,,,,7.0,False
120,120,org\freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst13_constant.csv,,999,,,,,,7.0,False
121,121,org\freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst13_grid.csv,,999,,,,,,7.0,False
122,122,org\freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst14_constant.csv,,999,,,,,,7.0,False
123,123,org\freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst14_grid.csv,,999,,,,,,7.0,False
124,124,org\freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst15_constant.csv,,999,,,,,,7.0,False
125,125,org\freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst15_grid.csv,,999,,,,,,7.0,False
126,126,org\freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst16_constant.csv,,999,,,,,,7.0,False
127,127,org\freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst16_grid.csv,,999,,,,,,7.0,False
128,128,org\freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst17_constant.csv,,999,,,,,,7.0,False
129,129,org\freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst17_grid.csv,,999,,,,,,7.0,False
130,130,org\freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst18_constant.csv,,999,,,,,,7.0,False
131,131,org\freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst18_grid.csv,,999,,,,,,7.0,False
132,132,org\freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst19_constant.csv,,999,,,,,,7.0,False
133,133,org\freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst19_grid.csv,,999,,,,,,7.0,False
134,134,org\freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst20_constant.csv,,999,,,,,,7.0,False
135,135,org\freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst20_grid.csv,,999,,,,,,7.0,False
136,136,org\freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst21_constant.csv,,999,,,,,,7.0,False
137,137,org\freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst21_grid.csv,,999,,,,,,7.0,False
138,138,org\freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst22_constant.csv,,999,,,,,,7.0,False
139,139,org\freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst22_grid.csv,,999,,,,,,7.0,False
140,140,org\freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst23_constant.csv,,999,,,,,,7.0,False
141,141,org\freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst23_grid.csv,,999,,,,,,7.0,False
142,142,org\freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welcst_inst24_constant.csv,,999,,,,,,7.0,False
143,143,org\freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult\welgrd_inst24_grid.csv,,999,,,,,,7.0,False
144,144,org\freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[100.0],[0.001],m,mult\sfrcondgr_inst0_grid.csv,,999,,,,,,40.0,False
145,145,org\freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[100.0],[0.001],m,mult\sfrcondcn_inst0_constant.csv,,999,,,,,,40.0,False
146,146,org\freyberg6.sfr_perioddata_1.txt,freyberg6.sfr_perioddata_1.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult\sfrgr_inst0_grid.csv,,999,,,,,,1.0,False
147,147,org\freyberg6.ic_strt_layer1.txt,freyberg6.ic_strt_layer1.txt,,,%17.5F,,0,1e+30,-1e+30,d,,freyberg6.ic_strt_layer1.txt.zone,999,,,,,,,False
