obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,observed,standard_deviation
oname:sfr_otype:lst_usecol:headwater_time:4018.5,-962.4123250478711,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4018.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4049.5,-972.0066871772526,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4049.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4077.5,-1008.0182709978338,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4077.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4108.5,-1110.163707038018,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4108.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4138.5,-1220.7713975739332,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4138.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4169.5,-1322.478685253353,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4169.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4199.5,-1388.9440083388536,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4199.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4230.5,-1375.824061724051,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4230.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4261.5,-1275.8485443037384,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4261.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4291.5,-1123.7611183524011,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4291.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4322.5,-998.6797356606248,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4322.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4352.5,-877.0643982337399,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4352.5,,headwater,,
oname:sfr_otype:lst_usecol:headwater_time:4383.5,-773.9784968037741,0.0,oname:sfr_otype:lst_usecol:headwater,,,sfr,lst,4383.5,,headwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3652.5,-1027.631899235901,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3652.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3683.5,-968.6154380185442,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3683.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3712.5,-955.9468600820104,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3712.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3743.5,-976.0106252020572,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3743.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3773.5,-1023.639403663392,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3773.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3804.5,-1066.5854791699153,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3804.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3834.5,-1059.4267938168584,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3834.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3865.5,-1019.5085396765828,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3865.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3896.5,-953.3457859682768,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3896.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3926.5,-834.3486194538252,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3926.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3957.5,-715.2594405136012,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3957.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:3987.5,-617.152607054281,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,3987.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4018.5,-552.6095973660492,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4018.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4049.5,-559.1070467815323,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4049.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4077.5,-617.1230407402606,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4077.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4108.5,-703.9910034978199,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4108.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4138.5,-790.6644694423314,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4138.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4169.5,-862.5348308510913,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4169.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4199.5,-902.3637265840824,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4199.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4230.5,-891.7558278778585,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4230.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4261.5,-808.5851426801282,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4261.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4291.5,-678.6527428647012,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4291.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4322.5,-544.4806599652968,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4322.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4352.5,-437.5340418991384,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4352.5,,tailwater,,
oname:sfr_otype:lst_usecol:tailwater_time:4383.5,-351.7183010576656,0.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4383.5,,tailwater,,
oname:freyberg6_otype:arr_i:0_j:0,39.42979,0.0,freyberg6,0,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:1,39.36169,0.0,freyberg6,0,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:10,36.89731,0.0,freyberg6,0,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:11,36.57383,0.0,freyberg6,0,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:12,36.24027,0.0,freyberg6,0,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:13,35.87683,0.0,freyberg6,0,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:14,35.49933,0.0,freyberg6,0,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:15,35.08058,0.0,freyberg6,0,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:16,35.20359,0.0,freyberg6,0,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:17,35.27419,0.0,freyberg6,0,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:18,35.31944,0.0,freyberg6,0,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:19,35.34415,0.0,freyberg6,0,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:2,39.21803,0.0,freyberg6,0,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:3,39.00288,0.0,freyberg6,0,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:4,38.76951,0.0,freyberg6,0,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:5,38.50444,0.0,freyberg6,0,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:6,38.18007,0.0,freyberg6,0,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:7,37.90016,0.0,freyberg6,0,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:8,37.56441,0.0,freyberg6,0,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:0_j:9,37.22414,0.0,freyberg6,0,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:0,40.10696,0.0,freyberg6,10,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:1,40.0849,0.0,freyberg6,10,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:10,35.84815,0.0,freyberg6,10,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:11,35.64915,0.0,freyberg6,10,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:12,35.39447,0.0,freyberg6,10,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:13,35.10917,0.0,freyberg6,10,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:14,34.92772,0.0,freyberg6,10,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:15,34.70116,0.0,freyberg6,10,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:16,34.72268,0.0,freyberg6,10,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:17,34.84064,0.0,freyberg6,10,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:18,34.93041,0.0,freyberg6,10,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:19,34.97556,0.0,freyberg6,10,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:2,40.06375,0.0,freyberg6,10,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:3,40.05173,0.0,freyberg6,10,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:4,-999.99,0.0,freyberg6,10,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:5,-999.99,0.0,freyberg6,10,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:6,-999.99,0.0,freyberg6,10,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:7,-999.99,0.0,freyberg6,10,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:8,36.11096,0.0,freyberg6,10,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:10_j:9,36.00449,0.0,freyberg6,10,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:0,40.13375,0.0,freyberg6,11,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:1,40.12455,0.0,freyberg6,11,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:10,35.7219,0.0,freyberg6,11,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:11,35.53486,0.0,freyberg6,11,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:12,35.25414,0.0,freyberg6,11,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:13,34.81543,0.0,freyberg6,11,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:14,34.84076,0.0,freyberg6,11,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:15,34.69898,0.0,freyberg6,11,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:16,34.79051,0.0,freyberg6,11,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:17,34.87362,0.0,freyberg6,11,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:18,34.93889,0.0,freyberg6,11,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:19,34.97415,0.0,freyberg6,11,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:2,40.11404,0.0,freyberg6,11,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:3,40.10673,0.0,freyberg6,11,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:4,-999.99,0.0,freyberg6,11,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:5,-999.99,0.0,freyberg6,11,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:6,-999.99,0.0,freyberg6,11,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:7,-999.99,0.0,freyberg6,11,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:8,35.94029,0.0,freyberg6,11,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:11_j:9,35.85919,0.0,freyberg6,11,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:0,40.12694,0.0,freyberg6,12,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:1,40.11987,0.0,freyberg6,12,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:10,35.63128,0.0,freyberg6,12,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:11,35.47031,0.0,freyberg6,12,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:12,35.25774,0.0,freyberg6,12,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:13,35.01521,0.0,freyberg6,12,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:14,34.88216,0.0,freyberg6,12,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:15,34.71364,0.0,freyberg6,12,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:16,34.81999,0.0,freyberg6,12,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:17,34.89408,0.0,freyberg6,12,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:18,34.94952,0.0,freyberg6,12,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:19,34.97847,0.0,freyberg6,12,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:2,40.11269,0.0,freyberg6,12,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:3,40.10679,0.0,freyberg6,12,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:4,-999.99,0.0,freyberg6,12,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:5,-999.99,0.0,freyberg6,12,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:6,-999.99,0.0,freyberg6,12,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:7,-999.99,0.0,freyberg6,12,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:8,35.81938,0.0,freyberg6,12,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:12_j:9,35.75262,0.0,freyberg6,12,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:0,40.07992,0.0,freyberg6,13,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:1,40.07429,0.0,freyberg6,13,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:10,35.56963,0.0,freyberg6,13,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:11,35.43505,0.0,freyberg6,13,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:12,35.26463,0.0,freyberg6,13,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:13,35.08014,0.0,freyberg6,13,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:14,34.91498,0.0,freyberg6,13,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:15,34.72431,0.0,freyberg6,13,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:16,34.83452,0.0,freyberg6,13,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:17,34.90597,0.0,freyberg6,13,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:18,34.95613,0.0,freyberg6,13,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:19,34.98197,0.0,freyberg6,13,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:2,40.06348,0.0,freyberg6,13,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:3,40.05748,0.0,freyberg6,13,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:4,-999.99,0.0,freyberg6,13,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:5,-999.99,0.0,freyberg6,13,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:6,-999.99,0.0,freyberg6,13,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:7,-999.99,0.0,freyberg6,13,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:8,35.73479,0.0,freyberg6,13,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:13_j:9,35.67448,0.0,freyberg6,13,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:0,39.98762,0.0,freyberg6,14,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:1,39.9848,0.0,freyberg6,14,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:10,35.52342,0.0,freyberg6,14,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:11,35.40748,0.0,freyberg6,14,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:12,35.26009,0.0,freyberg6,14,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:13,35.09624,0.0,freyberg6,14,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:14,34.92587,0.0,freyberg6,14,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:15,34.72675,0.0,freyberg6,14,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:16,34.83939,0.0,freyberg6,14,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:17,34.90931,0.0,freyberg6,14,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:18,34.95705,0.0,freyberg6,14,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:19,34.9822,0.0,freyberg6,14,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:2,39.97432,0.0,freyberg6,14,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:3,39.96909,0.0,freyberg6,14,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:4,-999.99,0.0,freyberg6,14,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:5,-999.99,0.0,freyberg6,14,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:6,-999.99,0.0,freyberg6,14,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:7,-999.99,0.0,freyberg6,14,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:8,35.67058,0.0,freyberg6,14,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:14_j:9,35.61725,0.0,freyberg6,14,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:0,39.86404,0.0,freyberg6,15,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:1,39.85741,0.0,freyberg6,15,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:10,35.48867,0.0,freyberg6,15,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:11,35.38101,0.0,freyberg6,15,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:12,35.24547,0.0,freyberg6,15,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:13,35.09059,0.0,freyberg6,15,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:14,34.92189,0.0,freyberg6,15,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:15,34.71995,0.0,freyberg6,15,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:16,34.83386,0.0,freyberg6,15,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:17,34.90487,0.0,freyberg6,15,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:18,34.95313,0.0,freyberg6,15,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:19,34.97798,0.0,freyberg6,15,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:2,39.8467,0.0,freyberg6,15,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:3,39.84435,0.0,freyberg6,15,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:4,-999.99,0.0,freyberg6,15,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:5,-999.99,0.0,freyberg6,15,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:6,-999.99,0.0,freyberg6,15,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:7,-999.99,0.0,freyberg6,15,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:8,35.62306,0.0,freyberg6,15,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:15_j:9,35.57106,0.0,freyberg6,15,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:0,39.68936,0.0,freyberg6,16,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:1,39.6736,0.0,freyberg6,16,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:10,35.45711,0.0,freyberg6,16,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:11,35.35329,0.0,freyberg6,16,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:12,35.22258,0.0,freyberg6,16,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:13,35.07103,0.0,freyberg6,16,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:14,34.90461,0.0,freyberg6,16,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:15,34.70678,0.0,freyberg6,16,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:16,34.81951,0.0,freyberg6,16,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:17,34.89385,0.0,freyberg6,16,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:18,34.94341,0.0,freyberg6,16,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:19,34.96862,0.0,freyberg6,16,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:2,39.67507,0.0,freyberg6,16,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:3,39.68074,0.0,freyberg6,16,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:4,-999.99,0.0,freyberg6,16,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:5,-999.99,0.0,freyberg6,16,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:6,-999.99,0.0,freyberg6,16,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:7,-999.99,0.0,freyberg6,16,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:8,35.58776,0.0,freyberg6,16,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:16_j:9,35.54096,0.0,freyberg6,16,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:0,39.49701,0.0,freyberg6,17,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:1,39.48393,0.0,freyberg6,17,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:10,35.43055,0.0,freyberg6,17,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:11,35.32553,0.0,freyberg6,17,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:12,35.19226,0.0,freyberg6,17,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:13,35.0394,0.0,freyberg6,17,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:14,34.87389,0.0,freyberg6,17,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:15,34.68458,0.0,freyberg6,17,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:16,34.79831,0.0,freyberg6,17,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:17,34.87636,0.0,freyberg6,17,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:18,34.92847,0.0,freyberg6,17,18,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:19,34.95509,0.0,freyberg6,17,19,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:2,39.47148,0.0,freyberg6,17,2,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:3,39.47625,0.0,freyberg6,17,3,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:4,-999.99,0.0,freyberg6,17,4,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:5,-999.99,0.0,freyberg6,17,5,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:6,-999.99,0.0,freyberg6,17,6,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:7,-999.99,0.0,freyberg6,17,7,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:8,35.56688,0.0,freyberg6,17,8,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:17_j:9,35.51589,0.0,freyberg6,17,9,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:0,39.26646,0.0,freyberg6,18,0,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:1,39.25552,0.0,freyberg6,18,1,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:10,35.40972,0.0,freyberg6,18,10,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:11,35.29722,0.0,freyberg6,18,11,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:12,35.15621,0.0,freyberg6,18,12,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:13,34.99195,0.0,freyberg6,18,13,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:14,34.81867,0.0,freyberg6,18,14,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:15,34.6506,0.0,freyberg6,18,15,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:16,34.77069,0.0,freyberg6,18,16,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:17,34.85481,0.0,freyberg6,18,17,freyberg6,arr,,,,,
oname:freyberg6_otype:arr_i:18_j:18,34.91049,0.0,freyberg6,18,18,freyberg6,arr,,,,,
